n,p,v,corpus
九九,を,知らず,ted
通り,に,書けない,ted
人,が,いる,ted
九九,を,知らず,ted
通り,に,書けない,ted
人,が,いる,ted
年,に,言う,ted
オゾン層,を,破壊する,ted
上層,に,導入する,ted
こと,が,出来る,ted
女性,が,強要される,ted
暴力,で,強要される,ted
売春,を,強要される,ted
本,を,書く,ted
答え,が,知りたい,ted
質問,を,しない,ted
平和,を,保つ,ted
ノー,と,言わない,ted
等,が,する,ted
動物,に,なる,ted
目,に,入る,ted
全て,に,攻撃する,ted
糞転がし,と,違う,ted
絶滅,に,追い遣る,ted
マンデラ,が,来る,ted
ロンドン,に,来る,ted
トリック,を,使う,ted
仕掛け,を,する,ted
コンピューター,が,使う,ted
電量,を,使う,ted
発想,が,越す,ted
度,を,越す,ted
ボウィー,が,与えられる,ted
手,に,追い掛ける,ted
道,が,掘り起こされる,ted
発電所,が,建設される,ted
分子,が,ある,ted
こと,を,発見する,ted
好景気,に,沸く,ted
インターネット,を,使う,ted
物,が,書く,ted
事,に,救われる,ted
階段,を,見る,ted
発見,を,する,ted
技術,が,なる,ted
手,に,入る,ted
結果,を,齎す,ted
歳,に,なる,ted
法,に,変える,ted
子,を,失う,ted
法,を,使い続ける,ted
愛,が,終わらない,ted
推論,に,終わらない,ted
時,に,はやる,ted
魚,に,含まれる,ted
生成,を,向上させる,ted
飛行機,を,見る,ted
車体,を,見えない,ted
地下,に,埋蔵する,ted
手,を,付けず,ted
領域,に,いる,ted
気,が,付く,ted
見方,を,変える,ted
録音,を,聞く,ted
部屋,に,居る,ted
此れ,が,起こる,ted
実際,に,起こる,ted
状況,が,違う,ted
事故,を,覚える,ted
価値,を,尊重しない,ted
話,を,聞く,ted
頃,に,発明される,ted
スコセッシ,に,言う,ted
本当,に,行く,ted
物,を,見る,ted
計画,を,説明する,ted
スコセッシ,に,説明する,ted
質問,が,返る,ted
違い,を,理解する,ted
こと,が,ある,ted
投資,を,怠る,ted
手,を,使う,ted
頭,を,動かす事,ted
目,が,見えない,ted
感染者,が,利用する,ted
飛行機,を,利用する,ted
フライト,で,感染する,ted
人,に,感染する,ted
時間,を,費やす,ted
意味,を,考える,ted
達,が,見られたい,ted
姿,を,投影したい,ted
背景,に,する,ted
携帯電話,で,する,ted
話,を,する,ted
栄養,を,摂取する,ted
滴,に,過ぎる,ted
ブログ,を,読む,ted
写真,を,撮る,ted
絆,が,ある,ted
病院,から,受ける,ted
水準,に,達する,ted
年,に,ある,ted
南アフリカ,で,取り組む,ted
結成,に,取り組む,ted
機会,が,ある,ted
冊,を,持つ,ted
実験,を,する,ted
此れ,を,買う,ted
ルピー,で,買う,ted
箇月,で,なる,ted
値打ち,に,なる,ted
全員,が,させられる,ted
チーム,に,させられる,ted
むき,に,なる,ted
誰,が,勝つ,ted
発見,に,行かない,ted
目,が,行かない,ted
科学,を,勉強する,ted
花屋,で,買う,ted
改良,を,繰り返す,ted
サイズ,に,なる,ted
LED,を,用いる,ted
メス,を,テストする,ted
光,が,長持ちする,ted
私,に,振る舞う,ted
料理,を,振る舞う,ted
ファルネーゼ,に,ぶつかりそう,ted
コロッセオ,から,発掘する,ted
石,で,つくられる,ted
名刺,に,入れる,ted
ロゴ,を,入れる,ted
場所,を,操作する,ted
サグメイスター,が,語る,ted
日常,で,なる,ted
気分,に,なる,ted
瞬間,を,語る,ted
聴衆,を,連れ出します,ted
旅,に,連れ出します,ted
デザイン,が,齎す,ted
創意工夫,を,成す,ted
解決策,が,越える,ted
課題,を,越える,ted
フォロワー,が,いる,ted
代わり,に,形成する,ted
つ,に,纏まる,ted
社会,を,形成する,ted
シーズン,を,生き残る,ted
年,で,繁栄出来る,ted
為,に,特別編集する,ted
選択,を,する,ted
どちら,を,選ぶ,ted
違い,が,ある,ted
世紀,に,発明される,ted
使用,を,止める,ted
モデル,を,使用する,ted
マウス,に,投与する,ted
水素,を,投与する,ted
体温,が,下がる,ted
射影,と,よばれる,ted
年,に,遣る,ted
タイミナ,が,遣る,ted
編み,で,形成出来る,ted
空間,を,形成出来る,ted
等,が,する,ted
苛立ち,を,する,ted
此方,を,向く,ted
カード,を,見詰める,ted
私,が,思う,ted
重力,が,引き付ける,ted
物体,を,引き付ける,ted
元,に,作成される,ted
私,が,歩く,ted
特徴,が,ある,ted
特徴,が,ある,ted
歯,を,持つ,ted
歯,を,持つ,ted
ペース,が,分かる,ted
ペース,が,分かる,ted
問題,が,ある,ted
貴方,が,生まれる,ted
後,に,発明される,ted
者,に,なる,ted
大学,に,進学する,ted
男,が,言う,ted
道程,を,遣る,ted
出来事,が,起きる,ted
隣人,を,愛し為さる,ted
彼,が,発表する,ted
私,が,説明しない,ted
心,が,ある,ted
世界,で,暮らす,ted
レンズ,が,埋め込まれる,ted
自体,に,埋め込まれる,ted
始め,に,現れる,ted
東アフリカ,で,現れる,ted
実装,が,広まる,ted
世界中,に,広まる,ted
意味,を,持たない,ted
クラウドソーシング,を,始める,ted
市民,が,進める,ted
イノベーション,を,進める,ted
荒野,に,出来上がる,ted
街,が,出来上がる,ted
物語,を,試す,ted
ディバイド,を,無くす,ted
接続,に,役立てる,ted
年,に,始める,ted
研究開発,を,始める,ted
訴え,が,通る,ted
権力,が,劣化する,ted
金,が,費やされる,ted
問題,に,費やされる,ted
例外,を,除く,ted
身体,を,定義する,ted
心拍数,を,計測する,ted
気持ち,を,する,ted
変化,を,起こす,ted
目,を,見る,ted
此処,から,続ける,ted
食生活,を,続ける,ted
時計,を,作る,ted
こと,を,纏める,ted
シンボル,に,纏める,ted
意義,が,ある,ted
レベル,で,理解できない,ted
基礎,を,理解できない,ted
アガラワラ,が,披露する,ted
bumptop,を,披露する,ted
メタファー,を,進化させる,ted
切り抜き,で,覆われる,ted
遊び場,に,なる,ted
質,が,改善する,ted
生活習慣,を,変える,ted
質,が,改善する,ted
生活習慣,を,変える,ted
本,を,保存する,ted
形式,で,保存する,ted
行為,を,避ける,ted
役割,を,する,ted
物,が,生じる,ted
点,から,生じる,ted
密度,を,持つ,ted
方程式,を,適用する,ted
エンジン,を,備える,ted
時代,を,患う,ted
私,に,分かる,ted
沿い,に,ある,ted
沿い,に,ある,ted
アベッド,に,聞く,ted
前,に,する,ted
運転,を,する,ted
私,が,押し込む,ted
自分,を,押し込む,ted
中,に,押し込む,ted
此処,に,いない,ted
夫,が,運転する,ted
車,に,乗る,ted
道,が,分かれる,ted
つ,に,分かれる,ted
つ,に,分かれる,ted
感覚,を,覚える,ted
花,に,飛び込む,ted
中,に,潜り込む,ted
使用,で,なる,ted
何,が,出来る,ted
現状,から,抜け出す,ted
秒,で,判断する,ted
場所,が,違う,ted
テスト,で,出る,ted
結果,が,出る,ted
考え,を,変えられる,ted
考え,を,纏める,ted
見出し,を,紹介する,ted
集中,を,要求する,ted
事故,を,起こす,ted
少女,と,治す,ted
性交,で,治す,ted
エイズ,が,治す,ted
男,に,強姦される,ted
謎,を,解決出来る,ted
信号,で,成り立つ,ted
スーパーコンピューター,で,解明する,ted
謎,を,解明する,ted
何,が,欠ける,ted
数学,を,扱えない,ted
現代,で,遣る,ted
其れ,で,頼まれる,ted
せい,で,弱まる,ted
市民,を,説得する,ted
力,を,結集する,ted
力,を,結集する,ted
さん,に,尋ねる,ted
形,で,流される,ted
空間,に,流される,ted
将来,を,見通す,ted
技術,が,開発される,ted
彼,が,飛び込む,ted
上,に,飛び込む,ted
骨,が,散らばる,ted
等,に,散らばる,ted
達,が,笑い始める,ted
パターン,を,見る,ted
鼠,を,捕まえる,ted
此処,で,感じる,ted
私,が,感じる,ted
疑問,に,感じる,ted
目的,に,かなう,ted
動作,を,生み出す,ted
収入,が,機能する,ted
仕事,を,見付ける,ted
こと,から,来る,ted
経験,を,する,ted
魚,が,泳ぐ,ted
鳥,が,飛ぶ,ted
鹿,が,走る,ted
必要,が,ある,ted
必要,が,ある,ted
都市,を,考える,ted
アメリカ,で,守る,ted
戒律,を,守る,ted
問題,に,なる,ted
体,を,する,ted
此れ,で,掴む,ted
イメージ,が,掴む,ted
勢い,で,広がる,ted
サーバー,が,加わる,ted
理解,を,届かせる,ted
領域,に,届かせる,ted
テレプレゼンス,を,使う,ted
物,を,発する,ted
実際,に,ある,ted
揺動,が,ある,ted
内,で,繰り返す,ted
組み合わせ,を,繰り返す,ted
物,に,なる,ted
経済,を,かける,ted
気,に,かける,ted
そこ,に,浸かる,ted
給与,を,見る,ted
ベース,で,追い付く,ted
アメリカ,に,追い付く,ted
地域,で,生活する,ted
学校,に,通う,ted
労働市場,で,受ける,ted
扱い,を,受ける,ted
地域,に,住む,ted
子供達,に,求める,ted
上,を,歩く,ted
私,が,入る,ted
気,に,入る,ted
数,を,見る,ted
懸念,に,加える,ted
本当,に,感じる,ted
幸せ,を,感じる,ted
同時,に,踏まえる,ted
街,に,溶け込む,ted
同時,に,溶け込む,ted
街,に,溶け込む,ted
性能,が,限られる,ted
こと,を,生かす,ted
等,が,戦う,ted
人々,が,する,ted
先延ばし,に,する,ted
調査,を,行う,ted
事,を,考える,ted
部分,を,再生する,ted
実例,が,見られる,ted
初期段階,に,見られる,ted
国,が,なる,ted
こと,を,恐れる,ted
産業,に,特化する,ted
町,に,住む,ted
前,に,折る,ted
外,で,折る,ted
骨,を,折る,ted
イラク,で,起こる,ted
分裂,に,動揺する,ted
此れ,を,試す,ted
聴覚障害者,に,試す,ted
期間,で,感じ取る,ted
言葉,を,感じ取る,ted
組織,が,成長出来る,ted
人間,に,限る,ted
あご,に,つける,ted
睾丸,を,つける,ted
データ,が,ある,ted
コンピューター,に,限る,ted
毎,に,なる,ted
倍,に,なる,ted
絶対,に,する,ted
リスト,に,する,ted
優先順位,を,つける,ted
優先順位,に,納得する,ted
プライバシー,を,生き返らせる,ted
アリ,を,観察する,ted
合意,が,される,ted
必要,と,される,ted
上昇,が,向かう,ted
度,に,向かう,ted
こと,が,示される,ted
此れ,を,押さえる,ted
以下,に,押さえる,ted
状況,を,打開する,ted
こだわり,を,越える,ted
そこ,で,決意する,ted
自分,で,遣る,ted
話,が,変わる,ted
オフィス,へ,出張する,ted
カレンダー,に,眠る,ted
予定,を,書き込む,ted
時差,を,利用する,ted
取引先,と,する,ted
電話会議,を,する,ted
仕事,を,する,ted
人形,を,作る,ted
ブラッド,に,操る,ted
顔,を,操る,ted
侵入,を,防ぐ,ted
泥,を,使う,ted
嗅覚,に,割り当てられる,ted
物質,を,持つ,ted
川,が,到達する,ted
メディナ,に,到達する,ted
水質,に,ある,ted
排出量,が,なる,ted
半分,に,なる,ted
手,を,上げる,ted
キャラクター,を,使う,ted
学生,が,する,ted
答え,を,する,ted
モノローグ,を,やめたい,ted
光景,を,写す,ted
理解,に,ある,ted
関心,が,ある,ted
人々,が,見出だす,ted
何,に,見出だす,ted
楽しみ,を,見出だす,ted
意義,を,理解する,ted
こと,で,なる,ted
我々,が,なる,ted
人間,に,なる,ted
こと,を,する,ted
物,を,亡くす,ted
病,で,亡くす,ted
こと,を,思い出す,ted
疾患,と,戦う,ted
官民,が,連携する,ted
地域,に,根差す,ted
精神,を,促す,ted
そこ,から,逃れられず,ted
私,が,製作する,ted
映画,を,製作する,ted
教育,を,変える,ted
技術,で,変える,ted
教育,を,変える,ted
技術,で,変える,ted
下,を,泳ぐ,ted
鮫,を,擦る,ted
柄,で,擦る,ted
下,に,泳ぐ,ted
鮫,が,泳ぐ,ted
粘液,を,採集する,ted
バイオリン,を,利用する,ted
爆発,を,生き延びる,ted
爆発,を,見る,ted
大人,が,思う,ted
こと,を,する,ted
注意,を,払わない,ted
考え,を,表す,ted
男,を,使う,ted
増加,に,加える,ted
水準,が,向上する,ted
資源,を,消費する,ted
中,で,呼ぶ,ted
科学,と,呼ぶ,ted
私,が,お見せしたい,ted
方,に,ある,ted
実際,に,いる,ted
場所,に,いる,ted
感覚,を,与える,ted
現実,から,踏み込む,ted
フリッター,が,御座る,ted
ドレッシング,を,おつけ出来る,ted
孔,と,呼ばれる,ted
事件,で,亡くなられる,ted
名前,を,表記する,ted
無差別,に,表記する,ted
上,に,イメージする,ted
思い,を,イメージする,ted
話し合い,が,進む,ted
便,が,なる,ted
湾,から,スタートする,ted
海,に,潜る,ted
一夜,に,する,ted
生態学者,に,熱帯生態学者,ted
リソース,を,集約する,ted
北半球,に,行く,ted
部門,が,ある,ted
領域,を,見たい,ted
誰,が,負担する,ted
語幹,に,ある,ted
悲しみ,を,感じる,ted
貴方,が,感じる,ted
こと,を,心配する,ted
塵箱,が,ある,ted
地,へ,運ばれる,ted
食料,を,捨てる,ted
かわり,に,出来ない,ted
こと,を,出来ない,ted
命,を,助ける,ted
事故,を,防止する,ted
損害,を,減らす,ted
アイスクリーム,を,齧る,ted
時,に,感じる,ted
永遠,で,偏在する,ted
目,を,開ける,ted
事,を,見つめない,ted
母,が,去る,ted
此の世,を,去る,ted
瞬間,に,生まれる,ted
前,に,直面する,ted
アイデア,を,生み出す,ted
外国,で,暮らす,ted
人々,が,送金する,ted
出身国,へ,送金する,ted
信用,が,生まれる,ted
効果,を,持つ,ted
国,で,経験する,ted
永遠,に,留まる,ted
被災地,に,留まる,ted
絵,を,見せる,ted
写真家,を,信じる,ted
箱,を,買う,ted
アメリカ,に,投資する,ted
足,を,踏み入れる,ted
侭,に,する,ted
中,に,進む,ted
スケール,を,出来る,ted
オーニッシュ,が,話す,ted
治癒力,を,生かす,ted
登記所,を,支持する,ted
こと,を,許容する,ted
テクノロジー,が,なる,ted
等,と,言う,ted
其れ,で,思い出す,ted
こと,を,思い出す,ted
父,が,言う,ted
操縦者,に,なる,ted
割,が,死ぬ,ted
確率,で,死ぬ,ted
幸福,を,生み出す,ted
過ち,から,する,ted
学習,を,する,ted
住居,を,表す,ted
学生,と,競い合う,ted
発電,を,行う,ted
同時,に,行う,ted
隔たり,が,ある,ted
こと,が,分かる,ted
プログラム,を,実行する,ted
物,が,得られる,ted
富裕層,から,下がる,ted
レベル,が,下がる,ted
素材,に,使う,ted
金,を,使う,ted
物,を,見せる,ted
政府,から,検討する,ted
子供,が,上げる,ted
子供,に,買う,ted
子供,に,買う,ted
組織,で,応用する,ted
moocs,を,通じる,ted
教育,に,応用する,ted
技術,を,応用する,ted
教育,を,する,ted
物,に,する,ted
私,が,務める,ted
高等弁務官,を,務める,ted
年間,で,ある,ted
名,に,値する,ted
何,を,書きたい,ted
こと,を,書きたい,ted
彼,を,支える,ted
g,に,支える,ted
人,と,繋がり易い,ted
我々,を,する,ted
心,に,開く,ted
穴,を,塞げない,ted
共,に,衰える,ted
死,を,招く,ted
恐怖,から,得る,ted
私,が,得る,ted
スライド,で,始める,ted
スライド,を,加えない,ted
此れ,を,見せる,ted
デッキ,を,見る,ted
ブログ,を,読んてる,ted
こと,が,ある,ted
即座,に,対話出来る,ted
能力,を,持つ,ted
国境,を,越える,ted
常,に,いる,ted
本当,に,ある,ted
船,が,沈む,ted
表示,を,しGoogle,ted
マップ,を,見せる,ted
小窓,で,見せる,ted
其れ,を,出す,ted
枠,から,出す,ted
嘘,を,つく,ted
事,を,する,ted
ガラス,を,持つ,ted
後ろ,に,はり,ted
紙,を,はり,ted
